"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT16","WT16_ATTRIBUTES"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-03-10","1.34",",,W",,,,,"0.00",",,W,2400",,,,,,,"80",",,W","56",",,W","  270",",,W","  270",",,W","12.1",",,W","16.1",",,W",,,,,,,,,"    1",",,W",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-03-11","0.67",",,W",,,,,"0.00",",,W,2400",,,,,,,"78",",,W","54",",,W","  260",",,W","  270",",,W","6.9",",,W","11.0",",,W",,,,,,,,,"    1",",,W",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-03-12","1.79",",,W",,,,,"0.00",",,W,2400",,,,,,,"80",",,W","54",",,W","  100",",,W","  100",",,W","10.1",",,W","16.1",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-03-13","1.57",",,W",,,,,"0.00",",,W,2400",,,,,,,"71",",,W","57",",,W","  270",",,W","  280",",,W","8.9",",,W","15.0",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-03-14","0.89",",,W",,,,,"0.00",",,W,2400",,,,,,,"71",",,W","52",",,W","  270",",,W","  270",",,W","8.1",",,W","12.1",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-03-15","0.67",",,W",,,,,"0.00",",,W,2400",,,,,,,"81",",,W","54",",,W","  270",",,W","  280",",,W","8.9",",,W","14.1",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-03-16","1.57",",,W",,,,,"0.00",",,W,2400",,,,,,,"90",",,W","56",",,W","  270",",,W","  270",",,W","8.9",",,W","15.0",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-03-17","2.91",",,W",,,,,"0.00",",,W,2400",,,,,,,"74",",,W","56",",,W","  280",",,W","  260",",,W","12.1",",,W","19.9",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-03-18","2.46",",,W",,,,,"0.00",",,W,2400",,,,,,,"75",",,W","58",",,W","  270",",,W","  280",",,W","10.1",",,W","16.1",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-03-19","0.89",",,W",,,,,"0.00",",,W,2400",,,,,,,"79",",,W","56",",,W","  280",",,W","  280",",,W","8.1",",,W","14.1",",,W",,,,,,,,,"    1",",,W",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-03-20","1.12",",,W",,,,,"0.00",",,W,2400",,,,,,,"73",",,W","55",",,W","  270",",,W","  280",",,W","10.1",",,W","16.1",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-03-21","1.34",",,W",,,,,"0.00",",,W,2400",,,,,,,"67",",,W","55",",,W","  280",",,W","  270",",,W","8.1",",,W","14.1",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-03-22","1.79",",,W",,,,,"0.00",",,W,2400",,,,,,,"68",",,W","56",",,W","  270",",,W","  260",",,W","8.9",",,W","16.1",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-03-23","1.57",",,W",,,,,"0.00",",,W,2400",,,,,,,"69",",,W","53",",,W","  270",",,W","  270",",,W","10.1",",,W","16.1",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-03-24","1.57",",,W",,,,,"0.00",",,W,2400",,,,,,,"66",",,W","58",",,W","  270",",,W","  270",",,W","8.1",",,W","14.1",",,W",,,,,,,,,"    1",",,W",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-03-25","1.12",",,W",,,,,"0.00",",,W,2400",,,,,,,"65",",,W","57",",,W","  270",",,W","  280",",,W","8.1",",,W","14.1",",,W",,,,,,,,,"    1",",,W",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-03-26","4.70",",,W",,,,,"0.01",",,W,2400",,,,,,,"66",",,W","55",",,W","  270",",,W","  270",",,W","15.0",",,W","27.1",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-03-27","2.01",",,W",,,,,"0.00",",,W,2400",,,,,,,"69",",,W","51",",,W","  270",",,W","  280",",,W","12.1",",,W","18.1",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-03-28","3.13",",,W",,,,,"0.00",",,W,2400",,,,,,,"71",",,W","56",",,W","  280",",,W","  270",",,W","12.1",",,W","18.1",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-03-29","1.79",",,W",,,,,"0.00",",,W,2400",,,,,,,"76",",,W","53",",,W","  270",",,W","  280",",,W","10.1",",,W","16.1",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-03-30","2.68",",,W",,,,,"0.00",",,W,2400",,,,,,,"72",",,W","56",",,W","  270",",,W","  280",",,W","13.0",",,W","23.9",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-03-31","3.36",",,W",,,,,"0.00","T,,W,2400",,,,,,,"68",",,W","54",",,W","  280",",,W","  280",",,W","13.0",",,W","19.9",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-04-01","3.80",",,W",,,,,"0.25",",,W,2400",,,,,,,"63",",,W","50",",,W","  270",",,W","  270",",,W","14.1",",,W","23.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-04-02","2.24",",,W",,,,,"0.04",",,W,2400",,,,,,,"62",",,W","49",",,W","  270",",,W","  260",",,W","15.0",",,W","25.1",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-04-03","2.91",",,W",,,,,"0.00",",,W,2400",,,,,,,"68",",,W","49",",,W","  280",",,W","  280",",,W","10.1",",,W","16.1",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-04-04","2.46",",,W",,,,,"0.00",",,W,2400",,,,,,,"65",",,W","53",",,W","  280",",,W","  280",",,W","12.1",",,W","15.0",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-04-05","3.80",",,W",,,,,"0.00",",,W,2400",,,,,,,"67",",,W","54",",,W","  280",",,W","  280",",,W","12.1",",,W","18.1",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-04-06","1.34",",,W",,,,,"0.00",",,W,2400",,,,,,,"78",",,W","52",",,W","  270",",,W","  270",",,W","12.1",",,W","16.1",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-04-07","2.01",",,W",,,,,"0.00",",,W,2400",,,,,,,"85",",,W","55",",,W","  270",",,W","  280",",,W","8.9",",,W","14.1",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-04-08","1.79",",,W",,,,,"0.00",",,W,2400",,,,,,,"88",",,W","58",",,W","  280",",,W","  270",",,W","8.9",",,W","13.0",",,W",,,,,,,,,"    1",",,W",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-04-09","0.89",",,W",,,,,"0.00",",,W,2400",,,,,,,"89",",,W","57",",,W","  270",",,W","  280",",,W","8.9",",,W","16.1",",,W",,,,,,,,,"    1",",,W",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-04-10","0.67",",,W",,,,,"0.00",",,W,2400",,,,,,,"81",",,W","50",",,W","  270",",,W","  280",",,W","6.9",",,W","10.1",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-04-11","2.01",",,W",,,,,"0.00",",,W,2400",,,,,,,"79",",,W","55",",,W","  270",",,W","  270",",,W","8.9",",,W","14.1",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-04-12","1.79",",,W",,,,,"0.00",",,W,2400",,,,,,,"67",",,W","57",",,W","  280",",,W","  260",",,W","8.9",",,W","16.1",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-04-13","1.79",",,W",,,,,"0.00",",,W,2400",,,,,,,"67",",,W","56",",,W","  270",",,W","  280",",,W","8.1",",,W","13.0",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-04-14","1.79",",,W",,,,,"0.00",",,W,2400",,,,,,,"77",",,W","53",",,W","  270",",,W","  280",",,W","8.1",",,W","13.0",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-04-15","1.79",",,W",,,,,"0.00",",,W,2400",,,,,,,"72",",,W","55",",,W","  280",",,W","  270",",,W","8.9",",,W","12.1",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-04-16","2.46",",,W",,,,,"0.00",",,W,2400",,,,,,,"73",",,W","57",",,W","  270",",,W","  270",",,W","8.9",",,W","18.1",",,W",,,,,,,,,"    1",",,W",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-04-17","2.01",",,W",,,,,"0.00",",,W,2400",,,,,,,"71",",,W","59",",,W","  280",",,W","  270",",,W","8.9",",,W","13.0",",,W",,,,,,,,,"    1",",,W",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-04-18","2.68",",,W",,,,,"0.00",",,W,2400",,,,,,,"73",",,W","61",",,W","  270",",,W","  280",",,W","10.1",",,W","16.1",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-04-19","1.79",",,W",,,,,"0.00",",,W,2400",,,,,,,"72",",,W","57",",,W","  270",",,W","  270",",,W","10.1",",,W","17.0",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-04-20","1.12",",,W",,,,,"0.00",",,W,2400",,,,,,,"75",",,W","59",",,W","  280",",,W","  260",",,W","8.9",",,W","14.1",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-04-21","1.57",",,W",,,,,"0.00",",,W,2400",,,,,,,"76",",,W","57",",,W","  270",",,W","  270",",,W","8.9",",,W","13.0",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-04-22","2.46",",,W",,,,,"0.00",",,W,2400",,,,,,,"69",",,W","58",",,W","  280",",,W","  270",",,W","13.0",",,W","17.0",",,W",,,,,,,,,"    1",",,W",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-04-23","2.46",",,W",,,,,"0.00",",,W,2400",,,,,,,"71",",,W","56",",,W","  280",",,W","  280",",,W","10.1",",,W","16.1",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-04-24","1.79",",,W",,,,,"0.00",",,W,2400",,,,,,,"79",",,W","55",",,W","  270",",,W","  270",",,W","8.9",",,W","15.0",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-04-25","4.03",",,W",,,,,"0.06",",,W,2400",,,,,,,"71",",,W","54",",,W","  270",",,W","  280",",,W","10.1",",,W","19.9",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-04-26","3.36",",,W",,,,,"0.00",",,W,2400",,,,,,,"68",",,W","50",",,W","  270",",,W","  270",",,W","12.1",",,W","19.0",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-04-27","3.80",",,W",,,,,"0.00",",,W,2400",,,,,,,"71",",,W","55",",,W","  270",",,W","  280",",,W","8.9",",,W","17.0",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-04-28","2.46",",,W",,,,,"0.00",",,W,2400",,,,,,,"77",",,W","57",",,W","  270",",,W","  280",",,W","8.9",",,W","15.0",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-04-29","1.34",",,W",,,,,"0.00",",,W,2400",,,,,,,"92",",,W","59",",,W","  280",",,W","  270",",,W","10.1",",,W","15.0",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-04-30","1.34",",,W",,,,,"0.00",",,W,2400",,,,,,,"91",",,W","62",",,W","  270",",,W","  280",",,W","10.1",",,W","17.0",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-05-01","1.34",",,W",,,,,"0.00",",,W,2400",,,,,,,"92",",,W","63",",,W","  270",",,W","  280",",,W","13.0",",,W","18.1",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-05-02","1.34",",,W",,,,,"0.00",",,W,2400",,,,,,,"96",",,W","62",",,W","  280",",,W","  270",",,W","10.1",",,W","15.0",",,W",,,,,,,,,"    1",",,W",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-05-03","1.34",",,W",,,,,"0.00",",,W,2400",,,,,,,"89",",,W","63",",,W","  280",",,W","  270",",,W","8.9",",,W","14.1",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-05-04","1.79",",,W",,,,,"0.00",",,W,2400",,,,,,,"81",",,W","59",",,W","  260",",,W","  260",",,W","8.1",",,W","12.1",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-05-05","3.58",",,W",,,,,"0.00",",,W,2400",,,,,,,"72",",,W","57",",,W","  280",",,W","  260",",,W","13.0",",,W","17.0",",,W",,,,,,,,,"    1",",,W",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-05-06","4.47",",,W",,,,,"0.00",",,W,2400",,,,,,,"68",",,W","56",",,W","  260",",,W","  270",",,W","13.0",",,W","23.0",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-05-07","3.58",",,W",,,,,"0.00",",,W,2400",,,,,,,"68",",,W","57",",,W","  270",",,W","  280",",,W","12.1",",,W","18.1",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-05-08","2.24",",,W",,,,,"0.00",",,W,2400",,,,,,,"71",",,W","57",",,W","  280",",,W","  270",",,W","12.1",",,W","17.0",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-05-09","1.34",",,W",,,,,"0.00",",,W,2400",,,,,,,"72",",,W","56",",,W","  270",",,W","  270",",,W","8.9",",,W","15.0",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-05-10","2.24",",,W",,,,,"0.00",",,W,2400",,,,,,,"72",",,W","58",",,W","  270",",,W","  270",",,W","12.1",",,W","19.9",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-05-11","3.58",",,W",,,,,"0.00",",,W,2400",,,,,,,"86",",,W","58",",,W","   10",",,W","   20",",,W","17.0",",,W","27.1",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-05-12","1.79",",,W",,,,,"0.00",",,W,2400",,,,,,,"90",",,W","59",",,W","  270",",,W","  270",",,W","14.1",",,W","21.9",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-05-13","2.46",",,W",,,,,"0.00",",,W,2400",,,,,,,"94",",,W","65",",,W","  270",",,W","  280",",,W","10.1",",,W","18.1",",,W",,,,,,,,,"    1",",,W",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-05-14","2.01",",,W",,,,,"0.00",",,W,2400",,,,,,,"99",",,W","63",",,W","  270",",,W","  280",",,W","8.9",",,W","16.1",",,W",,,,,,,,,"    1",",,W",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-05-15","2.01",",,W",,,,,"0.00",",,W,2400",,,,,,,"102",",,W","71",",,W","  270",",,W","  280",",,W","12.1",",,W","18.1",",,W",,,,,,,,,"    1",",,W",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-05-16","1.57",",,W",,,,,"0.00",",,W,2400",,,,,,,"95",",,W","68",",,W","  270",",,W","  280",",,W","8.9",",,W","14.1",",,W",,,,,,,,,"    1",",,W",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-05-17","1.12",",,W",,,,,"0.00",",,W,2400",,,,,,,"85",",,W","63",",,W","  270",",,W",,,"6.9",",,W",,,,,,,,,,,"    1",",,W",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-05-18","2.01",",,W",,,,,"0.00",",,W,2400",,,,,,,"75",",,W","63",",,W","  270",",,W","  270",",,W","8.9",",,W","13.0",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-05-19","2.01",",,W",,,,,"0.00",",,W,2400",,,,,,,"74",",,W","61",",,W","  270",",,W","  260",",,W","10.1",",,W","19.0",",,W",,,,,,,,,"    1",",,W",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-05-20","2.46",",,W",,,,,"0.00",",,W,2400",,,,,,,"70",",,W","57",",,W","  270",",,W","  270",",,W","13.0",",,W","23.9",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-05-21","2.68",",,W",,,,,"0.00",",,W,2400",,,,,,,"71",",,W","59",",,W","  270",",,W","  270",",,W","8.1",",,W","14.1",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-05-22","1.79",",,W",,,,,"0.00",",,W,2400",,,,,,,"71",",,W","57",",,W","  260",",,W","  290",",,W","6.9",",,W","13.0",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-05-23","2.01",",,W",,,,,"0.00",",,W,2400",,,,,,,"70",",,W","61",",,W","  280",",,W","  260",",,W","10.1",",,W","17.0",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-05-24","1.12",",,W",,,,,"0.00",",,W,2400",,,,,,,"69",",,W","61",",,W","  270",",,W","  270",",,W","6.9",",,W","11.0",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-05-25","1.34",",,W",,,,,"0.00",",,W,2400",,,,,,,"75",",,W","62",",,W","  280",",,W","  270",",,W","8.9",",,W","15.0",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-05-26","2.24",",,W",,,,,"0.00",",,W,2400",,,,,,,"79",",,W","61",",,W","  280",",,W","  270",",,W","8.9",",,W","13.0",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-05-27","1.79",",,W",,,,,"0.00",",,W,2400",,,,,,,"80",",,W","62",",,W","  270",",,W","  270",",,W","10.1",",,W","17.0",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-05-28","1.79",",,W",,,,,"0.00",",,W,2400",,,,,,,"79",",,W","65",",,W","  270",",,W","  270",",,W","8.1",",,W","12.1",",,W",,,,,,,,,"    1",",,W",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-05-29","2.01",",,W",,,,,"0.00",",,W,2400",,,,,,,"78",",,W","63",",,W","  270",",,W","  270",",,W","8.9",",,W","16.1",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-05-30","1.12",",,W",,,,,"0.00",",,W,2400",,,,,,,"78",",,W","60",",,W","  270",",,W","  280",",,W","10.1",",,W","16.1",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-05-31","1.57",",,W",,,,,"0.00",",,W,2400",,,,,,,"80",",,W","61",",,W","  270",",,W","  280",",,W","10.1",",,W","16.1",",,W",,,,,,,,,"    1",",,W",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-06-01","1.12",",,W",,,,,"0.00",",,W,2400",,,,,,,"80",",,W","61",",,W","  270",",,W","  280",",,W","8.9",",,W","14.1",",,W",,,,,,,,,"    1",",,W",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-06-02","1.79",",,W",,,,,"0.00",",,W,2400",,,,,,,"75",",,W","60",",,W","  270",",,W","  270",",,W","8.9",",,W","15.0",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-06-03","1.34",",,W",,,,,"0.00",",,W,2400",,,,,,,"79",",,W","58",",,W","  260",",,W",,,"6.0",",,W",,,,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-06-04","2.01",",,W",,,,,"0.00",",,W,2400",,,,,,,"78",",,W","59",",,W","  270",",,W","  270",",,W","10.1",",,W","16.1",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-06-05","1.79",",,W",,,,,"0.00",",,W,2400",,,,,,,"78",",,W","59",",,W","  280",",,W","  270",",,W","10.1",",,W","15.0",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-06-06","2.24",",,W",,,,,"0.00",",,W,2400",,,,,,,"75",",,W","60",",,W","  270",",,W","  270",",,W","8.9",",,W","16.1",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-06-07","1.34",",,W",,,,,"0.00",",,W,2400",,,,,,,"74",",,W","61",",,W","  270",",,W","  270",",,W","8.9",",,W","14.1",",,W",,,,,,,,,"    1",",,W",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-06-08","2.01",",,W",,,,,"0.00",",,W,2400",,,,,,,"77",",,W","60",",,W","  270",",,W","  280",",,W","8.9",",,W","14.1",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-06-09","1.57",",,W",,,,,"0.00",",,W,2400",,,,,,,"76",",,W","59",",,W","  270",",,W","  270",",,W","10.1",",,W","14.1",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-06-10","1.34",",,W",,,,,"0.00",",,W,2400",,,,,,,"74",",,W","63",",,W","  270",",,W","  270",",,W","8.1",",,W","15.0",",,W",,,,,,,,,"    1",",,W",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-06-11","1.79",",,W",,,,,"0.00",",,W,2400",,,,,,,"76",",,W","62",",,W","  270",",,W","  280",",,W","12.1",",,W","16.1",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2014-06-12","2.91",",,W",,,,,"0.00",",,W,2400",,,,,,,"74",",,W","61",",,W","  280",",,W","  270",",,W","8.9",",,W","15.0",",,W",,,,,,,,,,,,,,,,
